idproducto,titulo,descripcion,fecha_inicio,fecha_termino,precio,imagen,vendidos,tags,,,,
78,Accesorio para batidora fabricador de helado,"<p>Realiza los mejores postres con este increíble accesorio para batidora fabricador de helado, para tu hogar o negocio, práctica y potente.&nbsp;</p>",2016-10-05 00:00:00,2016-10-11 23:59:00,85167,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33463/65d1ffe45ebbd51931c0b60b0d269bf6302c2e9e.full.jpg,38,batidora ,,,,
79,Accesorio para batidora cortador ¡Elige modelo!,"<p>Realiza las mejores comidas con este increíble accesorio para batidora cortador en espiral o rallador, para tu hogar o negocio, práctica y potente.&nbsp;</p>",2016-10-05 00:00:00,2016-10-11 23:59:00,43698,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33464/972fd09a07bd5f54efb70af47182c226d5fac3cc.full.jpg,87,batidora ,,,,
80,Batidora Professional 600 ¡Realiza los mejores postres! ,"<p>La serie Professional 600 es la batidora más poderosa. Diseñada para batir mezclas pesadas, masa de pan y repostería. Esta batidora de alto desempeño produce resultados profesionales.&nbsp;</p>",2016-10-05 00:00:00,2016-10-11 23:59:00,18852,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33465/cefc1b1074b588ecae1ae64f09736e362a7db213.full.png,10,batidora ,,,,
81,Accesorio para batidora ¡Elige modelo!,"<p>Realiza las mejores comidas con este increíble accesorio para batidora extractor de juegos o procesador de alimentos, para tu hogar o negocio, práctica y potente.&nbsp;</p>",2016-10-05 00:00:00,2016-10-11 23:59:00,15009,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33466/75c6b7d6c230ac0b96bffc37998d49e3fc5abfed.full.jpg,20,batidora ,,,,
82,Licuadora de Inmersión ¡Prepara las mejores mezclas!,"<p>Realiza las mejore mezclas, sopas o pure con esta Licuadora de Inmersión.</p><p>&nbsp;¡Tu familia te amará muchísimo cuando cocines!</p>",2016-10-05 00:00:00,2016-10-11 23:59:00,70595,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33467/f31c202487ba5a77a83ac7d029f96b26d753e6a5.full.png,84,batidora ,,,,
83,"Accesorio para batidora molino ¡Carne o granos, tú eliges!",<p>Elabora las mejores comidas con la ayuda de este accesorio para batidora molino de carne o de granos.</p>,2016-10-05 00:00:00,2016-10-11 23:59:00,21315,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33468/4d6684fa747954799cb869664a8cde1cf2d9c98c.full.jpg,31,batidora ,,,,
84,Horno de Convección Electrico,<p>Potente Horno en el que podrás realizar diferentes comidas o postres. Ideal para complementar tu cocina...</p><br><p>¡Que no te falte este básico de la cocina!&nbsp,</p>,2016-10-05 00:00:00,2016-10-11 23:59:00,9722,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33469/2e28058b33c832f2c071979f1ddfed45bea4ebf2.full.png,30,batidora ,,,
85,Accesorio para batidora ¡Ravioles o pastas!,"<p>Realiza las mejores comidas con este increíble accesorio para batidora, haz desde ravioles hasta pastas dependiendo del que elijas, para tu hogar o negocio, práctica y potente.&nbsp;</p>",2016-10-05 00:00:00,2016-10-11 23:59:00,42977,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33470/3bf3d70ba15005747de317d8aa6b0fdadb0fe2f4.full.jpg,6,batidora ,,,,
86,Licuadora Diamond ¡Elige el color!,<p>Realiza las mejores salsas o mezclas que tú desees con esta increíble licuadora que tenemos para ti...</p><p><br></p><p>¡RENDIMIENTO EXCEPCIONAL!</p><p></p>,2016-10-05 00:00:00,2016-10-11 23:59:00,19156,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33471/945d43e6bf0a0acf19a39f2718612ce67a002f75.full.png,53,licuadora,,,,
87,Procesador de alimentos ¡Elige color!,"<p>Procesador de alimentos, para cortar, rebanar y realizar numerosas tareas que harán de tu cocinar una actividad más amena.&nbsp;</p>",2016-10-05 00:00:00,2016-10-11 23:59:00,27264,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33472/c73c70c5ae06765804ccd5f5825d7c2db170be88.full.jpg,56,Procesador,,,,
88,Split-Ender Cepillo para eliminar puntas abiertas 50%,"<p>Recorta de forma segura las puntas dañadas del cabello, sin sacrificar el largo. Las puntas abiertas se eliminan en su totalidad.</p><p><br></p>",2016-10-05 00:00:00,2016-10-12 23:59:00,15705,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33435/c4014bc5595d3913af2d9bb8e8e651d5cc4103c8.full.png,87,"Cepillo,Split-Ender,Estilista ,Belleza ,Salón de Belleza ",,,,
89,Botes de mascarilla para puntos negros Black Mask+Sobres 48%,"<p>Esta mascarilla ayuda a remover los puntos negros, ya que una vez que se seca se remueve por completo junto con las imperfecciones del rostro.</p>",2016-10-05 00:00:00,2016-10-12 23:59:00,8119,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33436/b2141542b85008c1e104a58389ce087a205b5b1e.full.png,54,",Mascarilla ,Exfoliante ,Tratamiento ,Crema ,Rostro ",,,,
90,"Disfruta del Musical ""Cenicienta La Magia del Amor"" 50%","<p>Revive la magia del Musical de Cenicienta basada en el cuento clásico de Charles Perrault con canciones originales,  divertidos personajes por supuesto la hermosa Princesa de las zapatillas de Cristal<br>

Con Brisa Carrillo, Denisse Aragón, Eduardo Barajas, David Tort, Bernardo Espinoza y Andrea Araujo.<br></p>",2016-10-05 00:00:00,2016-10-12 23:59:00,63011,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33518/139dd6cdc9173ab73dbc269a506b274727c98600.full.jpg,42,"obra,musical,infantil",,,,
91,La Sirenita ¡Vive una aventura bajo el Mar!,"<p>El sueño de ""La Sirenita"" es convertirse en un ser humano, por ello otorga su voz a la Bruja del Mar a cambio de ser humana por tres días, en los que ""La Sirenita"" debe conseguir que el Príncipe se enamore de ella, para recuperar su voz y ser humana por siempre. Este cuento clásico cuenta con personajes tiernos, divertidos y aderezados con rítmicas canciones.</p>",2016-10-05 00:00:00,2016-10-15 23:59:00,34225,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33519/bc521dd175506d9c93f602ae58d23dc0a4b9423b.full.jpg,25,"sirenita,obra,infantil,teatro",,,,
92,Embudo Urinario Femenino ,"<p>Cuando usted no desee sentarse en un baño público insalubre o cuando no hay baño disponible, 

puede utilizar este embudo urinario que le permitirá orinar de pie, es ideal para viajes en

 carretera, camping, senderismo, montañismo, festivales, eventos al aire libre, etc.</p>",2016-10-05 00:00:00,2016-10-18 23:59:00,38274,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33452/e6a5004843e750ee090d0e65064646c0de855ffa.full.png,98,"Camping,Embudo",,,,
93,Varas difusoras Dona Room ¡Aromatiza!,<p><strong>DONA ROOM DIFFUSERS NAUGHTY AROMA SINFUL SPRING 2 OZ.</strong></p><p>Enamora los sentidos con estas varas difusoras. Contienen una infusión de afrodisiacos y feromonas que ayudan a relajarse y preparar una noche de pasión. Estas irresistibles fragancias transformarán cualquier habitación en un espacio seductor. Libera esencias frescas y tentadoras. Fragancias de larga duración que llenan el ambiente. Aroma a Moras. Presentación con 2 oz (60ml).</p><p><strong>DONA ROOM DIFFUSERS FLIRTY AROMA BLUSHING BERRY 2 OZ.</strong></p><p>Enamora los sentidos con estas varas difusoras. Contienen una infusión de afrodisiacos y feromonas que ayudan a relajarse y preparar una noche de pasión. Estas irresistibles fragancias transformarán cualquier habitación en un espacio seductor. Libera esencias frescas y tentadoras. Fragancias de larga duración que llenan el ambiente. Aroma a Sinful Spring. Presentación con 2 oz (60ml).</p>,2016-10-05 00:00:00,2016-10-18 23:59:00,89283,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33473/030debde1911250d122b00ce27aa44431fda3fc0.full.jpg,47,"Sexshop,Aromatizante",,,,
94,Perfume de feromonas Dona ¡Seduce!,"<p><strong>DONA PHEROMONE PERFUME AROMA TOO FABULOUS 2.OZ.</strong></p><p>Sé irresistible con el perfume de feromonas. Contiene una mezcla de afrodisiacos y feromonas, esta fragancia seductora encantará a tu pareja y dejará una sensación irresistible. Infusión con feromonas sintéticas. Sin hormonas o subproductos de origen animal. Con aroma de larga duración. Fragancia: Too Fabulous. Contenido 60 ml</p><p><strong>DONA PHEROMONE PERFUME AROMA FASHIONABLY LATE 2 OZ.</strong></p><p>Sé irresistible con el perfume de feromonas. Contiene una mezcla de afrodisiacos y feromonas, esta fragancia seductora encantará a tu pareja y dejará una sensación irresistible. Infusión con feromonas sintéticas. Sin hormonas o subproductos de origen animal. Con aroma de larga duración. Fragancia: Fashionably Late. Contenido 60 ml</p><p><strong>DONA PHEROMONE PERFUME AROMA AFTTER MIDNGHT 2 OZ.</strong></p><p>Sé irresistible con el perfume de feromonas. Contiene una mezcla de afrodisiacos y feromonas, esta fragancia seductora encantará a tu pareja y dejará una sensación irresistible. Infusión con feromonas sintéticas. Sin hormonas o subproductos de origen animal. Con aroma de larga duración. Fragancia: After Midnight. Contenido 60 ml</p>",2016-10-05 00:00:00,2016-10-18 23:59:00,71998,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33474/e538dab383b66ebce6238bd3c8961644a85142cf.full.jpg,10,"Sexshop,Perfume",,,,
95,Vela para masajes Dona ¡Sensualidad en la intimidad!,"<p><strong>DONA KISSABLE MASSAGE CANDLE CHOCOLATE MOUSSE4.75 OZ.</strong></p><p>Enciende un juego delicioso, vierte la exquisita cera derretida, explora tu pasión y permite que tú y tu pareja puedan disfrutar de intimidad sensual. Esta vela para masaje completamente besable hará una delicia al pasar tu lengua y boca por todo el cuerpo de tu pareja. Vela elaborada a base de soya. La cera se derrite y se convierte en una cera besable y para masaje. Con un ligero sabor a mousse de chocolate. Contenido 140 ml.</p><p><strong>DONA KISSABLE MASSAGE CANDLE VANILLA BUTTERCREAM 4.75 OZ</strong></p><p>Enciende un juego delicioso, vierte la exquisita cera derretida, explora tu pasión y permite que tú y tu pareja puedan disfrutar de intimidad sensual. Esta vela para masaje completamente besable hará una delicia al pasar tu lengua y boca por todo el cuerpo de tu pareja. Vela elaborada a base de soya. La cera se derrite y se convierte en una cera besable y para masaje. Con un ligero sabor a mantequilla de vainilla. Contenido 140 ml.</p><p><strong>DONA KISSABLE MASSAGE CANDLE STRAWBERRY SOUFFLE 4.75 OZ</strong></p><p>Enciende un juego delicioso, vierte la exquisita cera derretida, explora tu pasión y permite que tú y tu pareja puedan disfrutar de intimidad sensual. Esta vela para masaje completamente besable hará una delicia al pasar tu lengua y boca por todo el cuerpo de tu pareja. Vela elaborada a base de soya. La cera se derrite y se convierte en una cera besable y para masaje. Con un ligero sabor a souffle de fresas. Contenido 140 ml.</p>",2016-10-05 00:00:00,2016-10-18 23:59:00,44514,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33475/0006bb126a1f217de993fbdb5633f2bd23b4c445.full.jpg,76,"Sexshop,Vela",,,,
96,Pintura corporal comestible Dona ¡Enciende la pasión!,"<p><strong>DONA BODY PAINT CHOCOLATE MOUSSE 2.OZ.</strong></p><p>Crea una obra maestra erótica sobre la piel con esta pintura corporal sabor mousse de chocolate sensual, está impregnada de feromonas para la excitación. Inspira los diseños más sensuales sobre el cuerpo, besándolo y usando tu lengua. Incluye brocha aplicadora. Deliciosa pintura corporal afrodisiaca, diseñada para lamerla, despierta e inspira. Dale vida a una noche romántica. Sabor mousse de chocolate. 60ml en envase.</p><p><strong>DONA BODY PAINT VANILLA BUTTERCFREAM 2 OZ.</strong></p><p>Crea una obra maestra erótica sobre la piel con esta pintura corporal sabor mantequilla de vainilla, está impregnada de feromonas para la excitación. Inspira los diseños más sensuales sobre el cuerpo, besándolo y usando tu lengua. Incluye brocha aplicadora. Deliciosa pintura corporal afrodisiaca, diseñada para lamerla, despierta e inspira. Dale vida a una noche romántica. Sabor mantequilla de vainilla. 60ml en envase.</p><p><strong>DONA BODY PAINT STRAWBERRY SOUFFLE 2 OZ.</strong></p><p>Crea una obra maestra erótica sobre la piel con esta pintura corporal sabor souffle de fresas sensual, está impregnada de feromonas para la excitación. Inspira los diseños más sensuales sobre el cuerpo, besándolo y usando tu lengua. Incluye brocha aplicadora. Deliciosa pintura corporal afrodisiaca, diseñada para lamerla, despierta e inspira. Dale vida a una noche romántica. Sabor souffle de fresas. 60ml en envase.</p>",2016-10-05 00:00:00,2016-10-18 23:59:00,57871,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33476/e8605728007d917be859fa572fb10a718565c9ea.full.jpg,50,"Sexshop,Pintura",,,,
97,Kit de aceites perfumados Dona ¡Masaje en pareja!,"<p><strong>DONA LET ME TOUCH YOU MASSAGE GIFT SET</strong></p><p>Encanta a tu pareja con el kit de aceites perfumados para masaje Dona. En 3 exquisitas fragancias para satisfacer todos sus estados de ánimo, Estos aceites están impregnados de afrodisiacos y feromonas para encender sus deseos mientras se relajan. Irresistible al tacto. Delicadas esencias que relajan e hidratan la piel. Fórmula enriquecida, de larga duración. Perfectos para la espalda, hombros, brazos, piernas y pies. 3 Sensuales aromas: Coqueto (Moras), Descarado (Tropical) y Travieso (Primaveral). 3 Botellas de viaje de 1 oz (30 ml) cada una.</p><p><strong>DONA LET ME KISS YOU MASSAGE GIFT SET</strong></p><p>Transforma a tu pareja en un postre sensual con el kit de aceites de masaje Dona. Incluye 3 sabores embriagantes que despertarán tu paladar a medida que vas besando, también ayudará a la relajación mientras enciendes tu sensualidad con afrodisiacos y feromonas. Sé deliciosamente deseable y disfruta de tu intimidad. Sabores besables que invitan a probarlos en tu pareja: Mousse de chocolate, soufflé de fresas y crema de mantequilla de vainilla. El aceite de masaje relaja e hidrata la piel. Fórmula enriquecida, de larga duración. 3 Botellas de viaje de 1 oz (30 ml) cada una</p>",2016-10-05 00:00:00,2016-10-18 23:59:00,84019,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33477/c1400e2b890ce1d52d27ebfd8e7ec89a4acb9906.full.jpg,65,"Sexshop,Aceite,Masaje",,,,
98,Intensificador en Gel o Retardante en Spray ¡Tú eliges! ,<p>RETARDANTE JO PROLONGER SPRAY FOR HIM 2 ML</p><p>Jo Prolonger el gel desensibilizador provee un prolongado placer y satisfacción para ti u tu compañera por que prolonga el éxtasis para él. Los hombres se ven beneficiados con prolongar la erección ampliando el acto sexual. Controlando la sensibilidad compatible con látex por que no contiene aceites minerales</p><br><p>INTENSIFICADOR WET WOW GENTLE O FEMALE AROUSAL GEL</p><p>ientíficamente formulado para estimular tu punto más sensible. Este gel a base de agua contienen vaso dilatadores que llevan más sangre a la superficie de la piel logrando sensaciones cálidas. El uso regular hará que tu cuerpo se acostumbre logrando orgasmos cada vez más intensos.</p><br>,2016-10-05 00:00:00,2016-10-18 23:59:00,80616,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33478/bddc392ea65a3d6c0a7e6a5b33917baef83bccd7.full.png,0,"Sexshop,intensificador,retardante",,,,
99,Lubricantes Jo ¡Placer en la intimidad!,"<p><strong>JO COOL H2O 2.5 OZ</strong></p><p>Lubricante Fresco hecho a base agua. Ideal para incrementar las sensaciones placenteras. Puedes usarlo bajo el agua sin perder consistencia. La sensación en la piel es mayor con la frescura que produce. No tiene sabor olor ni color por lo que no mancha la ropa o sábanas. Hecho de material hipoalergénico y no tapa los poros de la piel. Deja tu piel sedosa y suave. No compatible con juguetes sexuales de silicón. Botella de 2.5 oz.</p><p><strong>LUBRICANTE JO H2O 4.5 OZ</strong></p><p>Lubricante personal original hecho a base de agua con la única fórmula que hace que tu piel se sienta sedosa como si fuera de silicón. Se limpia fácilmente con agua. Es óptimo para aumentar las sensaciones placenteras. Larga duración no es pegajoso ni deja grumos. No contiene aceites, cera, ni silicón. Esta fabricado con la aprobación de la FDA. Compatible con todos los juguetes sexuales y condones. Presentación de 4.5 oz.</p><p><strong>LUBRICANTE JO H2O ANAL 4.5 OZ</strong></p><p>Lubricante enfocado al sexo anal base agua. Es óptimo para esta práctica por que protegen la piel y da una mayor lubricación. Puedes usarlo bajo el agua sin perder consistencia. Es el lubricante más suave al tacto no hace grumos. Hecho de material hipoalergénico y no tapa los poros de la piel. Deja tu piel sedosa y suave. Presentación de 4.5 oz.</p><p><strong>LUBRICANTE JO NATURALOVE ORGANIC 2 OZ - USDA</strong></p><p>Sin lugar a dudas, JO® Naturallove Organic es nuestra colección de lubricante personal a base de agua. Formulado con ingredientes orgánicos, este producto ofrece un deslizamiento suave y sedosa que no es pegajoso, compatible con preservativos y fácil de limpiar, esta fórmula también cuenta con un aroma libre de fragancia y sabor neutro. Perfecto para el juego íntimo en pareja, en solitario y con juguetes. El USDA regula ingredientes orgánicos basados en puntos diferentes: suelo y la calidad del agua, control de plagas, normas para los aditivos alimentarios, entre otros. Se esfuerza por preservar los recursos naturales y la biodiversidad, apoyar la salud y el bienestar y reducir la dependencia de los ingredientes modificados genéticamente. Presentación de 60 ml.</p><br>",2016-10-05 00:00:00,2016-10-18 23:59:00,65631,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33479/539e0cee1d4e2ca8c4ac0f57df8cede579633576.full.jpg,17,"Sexshop,Lubricante",,,,
100,Lubricante Wet ¡Elige el modelo!,"<p>LUBRICANTE WET TOGETHER COUPLES</p><p>Llega a ser uno solo en pareja. Él sube la temperatura ella siente las cosquillas. Dos emocionantes sensaciones convertidas en uno. El acto íntimo de tocarse hace la conexión cuando se combinan piel a piel las formulas únicas de Wet together. Proveen una sensación exquisita suave y aterciopelada lubricación. Para él un lubricante térmico base agua para ella lubricante intensificador con moléculas de menta base silicón. Contenido 60 ml por botella.

</p><p>LUBRICANTE WET UNICORN SPIT 4.6 OZ</p><p>Wet Unicorn es el único lubricante con sabor a deliciosa Dona glaseada libre de azúcar. Cuando necesitas magia de proporciones míticas estamos seguros que Wet Unicorn Spit te ayudará a salvar el día. Lubricante base agua sin color compatible con látex libre de parabenos hipo alergénico y con certificación Kosher.</p><p>LUBRICANTE WET NATURALS SENSUAL STRAWBERRY 3.3 OZ</p><p>Wet Unicorn es el único lubricante con sabor a deliciosa Dona glaseada libre de azúcar. Cuando necesitas magia de proporciones míticas estamos seguros que Wet Unicorn Spit te ayudará a salvar el día. Lubricante base agua sin color compatible con látex libre de parabenos hipo alergénico y con certificación Kosher.</p><p>LUBRICANTE WET NATURALS SILKY SUPREME 3.1 OZ</p><p>La intimidad debe ser natural ... Formulado especialmente para las mujeres por las mujeres Wet® Naturals está libre de glicerina y sin parabenos . Esta fórmula es a la vez duradero y lujoso. Diseñado para mejorar la humedad natural de la mujer. Se recomienda para las personas con piel sensible. Formula clara y textura sedosa es ultra hidratante incluso bajo el agua. Silky Supreme es ahora con certificación de calidad kosher.&nbsp;</p><p>LUBRICANTE WET URANUS WATER BASE 3.6 OZ</p><p>Lubricante Wet Uranus. Formula a base de agua es aún más espesa que Wet Original y relaja el esfinter para un juego mucho más placentero. Ideal para reducir el dolor y facilitar la penetración sin perder sensibilidad.&nbsp;</p>",2016-10-05 00:00:00,2016-10-18 23:59:00,96535,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33480/4043acd26edd28b025bc8952f913f9111b62a543.full.png,29,"Sexshop,lubricante ",,,,
101,Retardante Jo ¡Dura más!,"<p>Jo Prolonger el gel desensibilizador provee un prolongado placer y satisfacción para ti u tu compañera por que prolonga el éxtasis para él. Los hombres se ven beneficiados con prolongar la erección ampliando el acto sexual. Controlando la sensibilidad, compatible con látex por que no contiene aceites minerales. Presentación 60 ml.</p><p><br></p>",2016-10-05 00:00:00,2016-10-18 23:59:00,58576,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33481/86f66b871160bce644d8e2068d95796c0a2abb49.full.jpg,94,"Sexshop,Retardante",,,,
102,Tanga vibradora My Secret Screaming ¡Elige color!,"<p><strong>TANGA VRIBRADORA MY SECRET SCREAMING O REMOTE CONTROL PINK</strong></p><p>El Secret Vibrating Panty pone el poder del placer a tu alcance con un potente bala vibradora que se adapta discretamente en una braga de encaje la cual se ata a los lados para mantenerla en su lugar. Este atractivo y sutil es accionado por un control a distancia inteligente que se ve como un anillo del dedo ordinario y hace que sea fácil para las parejas el juego en público hasta 5 metros de distancia! Deslice la bala en el bolsillo de la braga y disfruta de la estimulación directa en vulva. El mando a distancia incluye 10 funciones de vibración diferentes que cambian con el toque del botón. Discreta suficiente para usarla debajo de la ropa, este juguete es la vanguardia perfecta para cualquier ocasión especial y que sea una noche para recordar.</p><p><strong>MY SECRET SCREAMING O REMOTE CONTROL PANTY VIBE RED</strong></p><p>El Secret Vibrating Panty pone el poder del placer a tu alcance con un potente bala vibradora que se adapta discretamente en una braga de encaje la cual se ata a los lados para mantenerla en su lugar. Este atractivo y sutil es accionado por un control a distancia inteligente que se ve como un anillo del dedo ordinario y hace que sea fácil para las parejas el juego en público hasta 5 metros de distancia! Deslice la bala en el bolsillo de la braga y disfruta de la estimulación directa en vulva. El mando a distancia incluye 10 funciones de vibración diferentes que cambian con el toque del botón. Discreta suficiente para usarla debajo de la ropa, este juguete es la vanguardia perfecta para cualquier ocasión especial y que sea una noche para recordar.</p>",2016-10-05 00:00:00,2016-10-18 23:59:00,9227,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33482/2726bd354538cde954f8aa3e8679e1e32d9bdf7c.full.jpg,38,"Sexshop,Tanga,Vibrador",,,,
103,Lubricante Wet ¡Elige el modelo!,<p>LUBRICANTE WET FLAVORED KIWI-STRAWBERRY 3.5 OZ</p><p>Para resultados espectaculares… ¡Lubricantes Wet con sabor! Exprime un sabroso sabor FRESA-KIWI. ¡Delicioso! ¡Es hora de divertirse! Los lubricantes Wet Flavored tienen sabores de fruta natural. No manchan no tienen azúcar ni color y son compatibles con látex. Explore la nueva generación de lubricantes con sabor en nuestros coloridos empaques de diseño único con motivos frutales.</p><p>LUBRICANTE WET FLAVORED SWEET CHERRY 3.5 OZ</p><p>Para resultados espectaculares… ¡Lubricantes Wet con sabor! Exprime un sabroso sabor cereza. ¡Delicioso! ¡Es hora de divertirse! Los lubricantes Wet Flavored tienen sabores de fruta natural. No manchan no tienen azúcar ni color y son compatibles con látex. Explore la nueva generación de lubricantes con sabor en nuestros coloridos empaques de diseño único con motivos frutales.</p><p>LUBRICANTE WET FLAVORED POMEGRANATE 3.5 OZ</p><p>Para resultados espectaculares… ¡Lubricantes Wet con sabor! Exprime un sabroso sabor granada. ¡Delicioso! ¡Es hora de divertirse! Los lubricantes Wet Flavored tienen sabores de fruta natural. No manchan no tienen azúcar ni color y son compatibles con látex. Explore la nueva generación de lubricantes con sabor en nuestros coloridos empaques de diseño único con motivos frutales.</p><p>LUBRICANTE WET PHEROMONE 3.5 OZ</p><p>Intensifica el placer y las sensaciones con este lubricante base agua que tiene feromonas. incrementando el apetito sexual a través del olfato. Su aroma es muy agradable y la sensación es muy fresca.</p><p>LUBRICANTE WET STRAWBERRY GELLEE 4.75 OZ</p><p>Si prefieres el lubricante en gel WET FLAVORED KIW STRAWBERRY GELLEE esta es la opción. Base agua sin color y con un exquisito sabor a fresa con kiwi con la garantía de ser un producto WET.&nbsp,</p><p><br></p>,2016-10-05 00:00:00,2016-10-18 23:59:00,78217,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33483/4204b6c7e905ad4ed239104db7c21c883235d43c.full.png,71,Sexshop,,,
104,Anillo Primo Tux Black ¡Vibra de placer!,"<p>El Primo Tux es un anillo de alta calidad vibratoria diseñado para los compradores más exigentes con gusto por el lujo. El Tux está hecho de silicón de alta calidad que se ajusta a cualquier medida y cuenta con una bala vibradora más potente, con 4 intensidades. Usa el Primo Tux y convierte cada encuentro en un asunto divertido y lleno de nuevas sensaciones.</p><p><br></p>",2016-10-05 00:00:00,2016-10-18 23:59:00,28185,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33484/8a2633bd2d9a671d6261b923e9bcec249ac06165.full.jpg,8,"Sexshop,Anillo,Vibrador",,,,
105,Anillo vibrador Tri-O ,"<p>La acción del anillo vibrador Tri-O mejora la erección, cuenta con dos motores con súper potencia y una zona especial para la estimulación de testículos, brinda sensaciones intensas adicionales. El motor superior estimula su clítoris mientras que la parte inferior del motor está repleta de sensaciones intensas para placer mutuo. Su material super suave y ajustable a cualquier tamaño.</p><br>",2016-10-05 00:00:00,2016-10-18 23:59:00,71659,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33485/cf615e7a4d68d292a7f5f0ec2c61ab0d9bdbee31.full.jpg,24,"Sexshop,Anillo,Vibrador",,,,
106,Lubricante Wet ¡Elige el modelo!,<p>LUBRICANTE WET WARMING 3.7 OZ</p><p>Experimenta el más caliente de nuestros nuevos productos en la divertida y sensual familia de productos WET. El lubricante íntimo Wet Warming tiene sedosa suavidad es de larga duración soluble en agua y compatible con látex. ¡ENCIENDE EL FUEGO CON WET WARMING!</p><p>LUBRICANTE WET PLATINUM 3.1 OZ</p><p>WET Platinum la fórmula más fina que permanece húmedo más tiempo que cualquier otro lubricante y nunca se seca. Su formula de sedosa suavidad está hecha con silicona pura y es compatible con látex. Funciona increíblemente aun bajo el agua. Platinum se hace con los mejores ingredientes en EE.UU. sin el alto precio de marcas importadas. WET Platinum está en el primer lugar de su clase… y usted merece lo mejor</p>,2016-10-05 00:00:00,2016-10-18 23:59:00,17951,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33486/3a9a861b160cd13de1106f4d220ac09d8c21fc15.full.png,93,"Sexshop,lubricante",,,,
107,Anillo Colorpop Azul,"<p>Doble anillo vibrador para la erección que ayuda a las parejas a alcanzar el orgasmo simultáneo con dos motores independientes de estilo único para la estimulación intensa para ambos. Este anillo elástico cuenta con un motor de súper potencia con la vibración constante o en el modo de pulso variable. Una bala permite la estimulación en clítoris, mientras que la otra estimula perineo y testículos. Su material es completamente suave y ajustable</p><br><p><br></p>",2016-10-05 00:00:00,2016-10-18 23:59:00,31235,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33487/02e24523ad63dbb0d1469f1775fd3ee02efdc6b4.full.jpg,56,"Sexshop,Anillo,Vibrador",,,,
108,Anillo Colorpop Verde ,<p>El anillo vibrador Big O cuenta con un motor de dos funciones y una banda elástica y firme que mantiene la erección más dura y por más tiempo. Pulsa el botón una vez para la vibración constante y pulse una vez más para provocar potentes pulsaciones y múltiples funciones. The Big O da a las parejas estimulación máxima con intensa vibración específica para ambos.</p>,2016-10-05 00:00:00,2016-10-18 23:59:00,6999,https://cuponassets.cuponatic-latam.com/backendMx/uploads/imagenes_descuentos/33488/bdfdcd5ffdde89e762c6c1c7411d6b2272198499.full.jpg,39,"Sexshop,Anillo,Vibrador",,,,
